t, reading, imuVal 
342.99800, 899.00000, 30371.34642
343.04800, 899.00000, 30854.07887
343.09800, 141.00000, 29508.98154
343.14700, 131.00000, 28213.58546
343.19700, 899.00000, 27610.04739
343.24800, 132.00000, 26183.88160
343.29800, 131.00000, 23423.95481
343.34800, 129.00000, 21254.66948
343.39800, 899.00000, 20364.28624
343.44700, 133.00000, 20690.74726
343.49800, 899.00000, 23459.55738
343.54800, 899.00000, 27874.94714
343.59800, 174.00000, 31168.06414
343.64800, 135.00000, 32107.33655
343.69800, 899.00000, 31416.53129
343.74700, 156.00000, 30627.94947
343.79800, 136.00000, 29335.72076
343.84800, 127.00000, 25391.72050
343.89800, 899.00000, 21722.75954
343.94800, 899.00000, 24013.04568
343.99800, 144.00000, 30400.83117
344.04700, 129.00000, 34141.28308
344.09800, 899.00000, 32743.32375
344.14800, 130.00000, 29072.17823
344.19800, 141.00000, 27525.08875
344.24800, 899.00000, 29442.09360
344.29800, 137.00000, 31963.67190
344.34700, 127.00000, 32526.89981
344.39800, 899.00000, 31034.55999
344.44800, 127.00000, 28516.51575
344.49800, 130.00000, 26061.60037
344.54800, 129.00000, 23543.46182
344.59800, 128.00000, 21699.93047
344.64700, 899.00000, 22372.54700
344.69800, 137.00000, 24282.88836
344.74800, 131.00000, 25080.71070
344.79800, 899.00000, 25083.65055
344.84800, 899.00000, 25538.51501
344.89800, 136.00000, 26915.19357
344.94700, 131.00000, 28543.97976
344.99800, 899.00000, 28117.99616
345.04800, 128.00000, 24170.98491
345.09800, 129.00000, 20014.99249
345.14800, 899.00000, 20092.16601
345.19800, 129.00000, 23905.47336
345.24800, 128.00000, 27957.47481
345.29800, 899.00000, 29819.76681
345.34800, 132.00000, 29190.31261
345.39800, 127.00000, 27543.08646
345.44800, 899.00000, 26134.40289
345.49800, 130.00000, 24592.35251
345.54800, 899.00000, 22596.28962
345.59800, 850.00000, 21969.06510
345.64800, 899.00000, 24055.69551
345.69800, 145.00000, 26201.43697
345.74800, 133.00000, 26598.46120
345.79800, 899.00000, 27378.01623
345.84800, 899.00000, 28978.76496
345.89800, 148.00000, 29387.33940
345.94800, 133.00000, 28439.52737
345.99800, 899.00000, 27521.91573
346.04800, 156.00000, 27517.63417
346.09800, 134.00000, 27958.87704
346.14800, 899.00000, 26185.87650
346.19800, 899.00000, 22133.24749
346.24800, 193.00000, 20859.65466
346.29800, 136.00000, 24217.79446
346.34800, 899.00000, 28230.73784
346.39800, 138.00000, 29894.91826
346.44800, 141.00000, 29654.80013
346.49800, 899.00000, 28583.33106
346.54800, 899.00000, 27131.04633
346.59800, 131.00000, 25146.20188
346.64800, 130.00000, 22319.31536
346.69900, 129.00000, 20621.68045
346.74800, 899.00000, 22320.79112
346.79800, 137.00000, 25785.82121
346.84800, 899.00000, 27604.54007
346.89800, 899.00000, 27173.65588
346.94800, 205.00000, 26940.84833
346.99900, 136.00000, 27510.24836
347.04800, 899.00000, 26224.19992
347.09800, 149.00000, 22881.77808
347.14800, 134.00000, 21378.81958
347.19800, 130.00000, 22808.67987
347.24800, 899.00000, 24003.78930
347.29900, 899.00000, 24109.90034
347.34800, 147.00000, 24724.63096
347.39800, 133.00000, 25983.60180
347.44800, 899.00000, 26931.13012
347.49800, 160.00000, 27050.54835
347.54800, 134.00000, 26542.44816
347.59900, 899.00000, 25346.55902
347.64800, 132.00000, 23143.83238
347.69800, 130.00000, 21229.27838
347.74800, 127.00000, 22094.38076
347.79800, 899.00000, 25120.35477
347.84800, 899.00000, 26846.66710
347.89900, 133.00000, 27529.57260
347.94800, 899.00000, 29148.77700
347.99800, 899.00000, 30244.27884
348.04800, 140.00000, 29887.27198
348.09800, 899.00000, 29025.70137
348.14900, 149.00000, 27449.60883
348.19900, 133.00000, 25892.67114
348.24800, 130.00000, 26479.67851
348.29800, 899.00000, 27111.59407
348.34800, 899.00000, 24669.24012
348.39800, 141.00000, 22509.85914
348.44900, 131.00000, 24165.99848
348.49900, 899.00000, 27113.94636
348.54800, 179.00000, 28343.45574
348.59800, 135.00000, 28081.59978
348.64800, 899.00000, 27283.81194
348.69800, 144.00000, 26139.19939
348.74900, 127.00000, 24960.39087
348.79900, 127.00000, 24121.02528
348.84800, 131.00000, 23137.72904
348.89800, 129.00000, 22099.97292
348.94800, 899.00000, 22528.58549
348.99800, 132.00000, 24815.23368
349.04900, 899.00000, 27034.70933
349.09900, 899.00000, 27078.37209
349.14800, 133.00000, 25441.02881
349.19800, 130.00000, 24392.98395
349.24800, 129.00000, 24392.25946
349.29800, 128.00000, 24671.33832
349.34900, 127.00000, 25212.69020
349.39900, 127.00000, 25206.96268
349.44800, 899.00000, 23989.68948
349.49800, 232.00000, 22824.36722
349.54800, 899.00000, 22346.36216
349.59800, 899.00000, 22774.85207
349.64900, 131.00000, 24773.40244
349.69900, 899.00000, 26992.52755
349.74800, 899.00000, 27207.25098
349.79800, 138.00000, 25869.57323
349.84800, 131.00000, 25665.08575
349.89900, 899.00000, 27350.90908
349.94900, 128.00000, 28573.49434
349.99900, 131.00000, 27089.50541
350.04800, 129.00000, 24056.53747
350.09800, 128.00000, 22738.82003
350.14800, 899.00000, 23440.12185
350.19900, 899.00000, 24915.44112
350.24900, 131.00000, 27512.73149
350.29900, 899.00000, 29690.70119
350.34800, 899.00000, 28684.80659
350.39800, 138.00000, 25355.73083
350.44800, 130.00000, 23566.09945
350.49900, 899.00000, 25377.85166
350.54900, 142.00000, 27358.81111
350.59900, 132.00000, 25396.55093
350.64800, 130.00000, 21765.54517
350.69800, 899.00000, 20904.54827
350.74800, 156.00000, 23727.02912
350.79900, 134.00000, 28380.30545
350.84900, 899.00000, 31891.20797
350.89900, 127.00000, 32270.37023
350.94800, 141.00000, 30112.58643
350.99800, 899.00000, 27496.81420
351.04800, 899.00000, 25612.50965
351.09900, 134.00000, 24295.94801
351.14900, 130.00000, 22759.49181
351.19900, 127.00000, 21268.41019
351.24800, 899.00000, 22053.04634
351.29800, 135.00000, 25863.57584
351.34900, 131.00000, 30351.57764
351.39900, 899.00000, 32617.45813
351.44900, 144.00000, 31172.15892
351.49900, 133.00000, 27615.55501
351.54800, 899.00000, 25846.14552
351.59800, 141.00000, 27128.52876
351.64900, 129.00000, 27685.58426
351.69900, 128.00000, 24141.55801
351.74900, 899.00000, 19787.80070
351.79900, 134.00000, 20753.90285
351.84800, 130.00000, 26827.94715
351.89800, 899.00000, 31866.27432
351.94900, 130.00000, 32553.96847
351.99900, 899.00000, 30490.17489
352.04900, 129.00000, 27394.33435
352.09900, 128.00000, 23877.21137
